Area name,Area code,Area type,Specimen date,Daily lab-confirmed cases,Previously reported daily cases,Change in daily cases,Cumulative lab-confirmed cases,Previously reported cumulative cases,Change in cumulative cases,Month,Day
England,E92000001,Nation,2020-04-26,92,0,92,112467,110203,2264,April,26
South West,E12000009,Region,2020-04-26,11,,,5902,,,April,26
South East,E12000008,Region,2020-04-26,19,,,16128,,,April,26
London,E12000007,Region,2020-04-26,4,,,23833,,,April,26
East of England,E12000006,Region,2020-04-26,0,,,9569,,,April,26
West Midlands,E12000005,Region,2020-04-26,12,,,12052,,,April,26
East Midlands,E12000004,Region,2020-04-26,10,,,6307,,,April,26
Yorkshire and The Humber,E12000003,Region,2020-04-26,18,,,9222,,,April,26
North West,E12000002,Region,2020-04-26,2,,,17483,,,April,26
North East,E12000001,Region,2020-04-26,15,,,7070,,,April,26
Worcestershire,E10000034,Upper tier local authority,2020-04-26,0,,,1047,,,April,26
West Sussex,E10000032,Upper tier local authority,2020-04-26,0,,,1047,,,April,26
Warwickshire,E10000031,Upper tier local authority,2020-04-26,0,,,1054,,,April,26
Surrey,E10000030,Upper tier local authority,2020-04-26,0,,,2434,,,April,26
Suffolk,E10000029,Upper tier local authority,2020-04-26,0,,,936,,,April,26
Staffordshire,E10000028,Upper tier local authority,2020-04-26,9,,,1595,,,April,26
Somerset,E10000027,Upper tier local authority,2020-04-26,0,,,454,,,April,26
Oxfordshire,E10000025,Upper tier local authority,2020-04-26,0,,,1452,,,April,26
Nottinghamshire,E10000024,Upper tier local authority,2020-04-26,0,,,1014,,,April,26
North Yorkshire,E10000023,Upper tier local authority,2020-04-26,7,,,836,,,April,26
Northamptonshire,E10000021,Upper tier local authority,2020-04-26,1,,,990,,,April,26
Norfolk,E10000020,Upper tier local authority,2020-04-26,0,,,1355,,,April,26
Lincolnshire,E10000019,Upper tier local authority,2020-04-26,0,,,781,,,April,26
Leicestershire,E10000018,Upper tier local authority,2020-04-26,2,,,858,,,April,26
Lancashire,E10000017,Upper tier local authority,2020-04-26,0,,,2585,,,April,26
Kent,E10000016,Upper tier local authority,2020-04-26,0,,,3232,,,April,26
Hertfordshire,E10000015,Upper tier local authority,2020-04-26,0,,,2141,,,April,26
Hampshire,E10000014,Upper tier local authority,2020-04-26,5,,,2624,,,April,26
Gloucestershire,E10000013,Upper tier local authority,2020-04-26,1,,,1112,,,April,26
Essex,E10000012,Upper tier local authority,2020-04-26,0,,,2320,,,April,26
East Sussex,E10000011,Upper tier local authority,2020-04-26,13,,,521,,,April,26
Devon,E10000008,Upper tier local authority,2020-04-26,3,,,652,,,April,26
Derbyshire,E10000007,Upper tier local authority,2020-04-26,4,,,1100,,,April,26
Cumbria,E10000006,Upper tier local authority,2020-04-26,0,,,1734,,,April,26
Cambridgeshire,E10000003,Upper tier local authority,2020-04-26,0,,,673,,,April,26
Buckinghamshire,E10000002,Upper tier local authority,2020-04-26,0,,,765,,,April,26
Westminster,E09000033,Upper tier local authority,2020-04-26,0,,,583,,,April,26
Wandsworth,E09000032,Upper tier local authority,2020-04-26,0,,,893,,,April,26
Waltham Forest,E09000031,Upper tier local authority,2020-04-26,0,,,704,,,April,26
Tower Hamlets,E09000030,Upper tier local authority,2020-04-26,1,,,591,,,April,26
Sutton,E09000029,Upper tier local authority,2020-04-26,0,,,651,,,April,26
Southwark,E09000028,Upper tier local authority,2020-04-26,0,,,1160,,,April,26
Richmond upon Thames,E09000027,Upper tier local authority,2020-04-26,0,,,356,,,April,26
Redbridge,E09000026,Upper tier local authority,2020-04-26,0,,,652,,,April,26
Newham,E09000025,Upper tier local authority,2020-04-26,2,,,935,,,April,26
Merton,E09000024,Upper tier local authority,2020-04-26,0,,,632,,,April,26
Lewisham,E09000023,Upper tier local authority,2020-04-26,0,,,886,,,April,26
Lambeth,E09000022,Upper tier local authority,2020-04-26,0,,,1110,,,April,26
Kingston upon Thames,E09000021,Upper tier local authority,2020-04-26,0,,,427,,,April,26
Kensington and Chelsea,E09000020,Upper tier local authority,2020-04-26,0,,,451,,,April,26
Islington,E09000019,Upper tier local authority,2020-04-26,0,,,401,,,April,26
Hounslow,E09000018,Upper tier local authority,2020-04-26,0,,,626,,,April,26
Hillingdon,E09000017,Upper tier local authority,2020-04-26,0,,,701,,,April,26
Havering,E09000016,Upper tier local authority,2020-04-26,0,,,616,,,April,26
Harrow,E09000015,Upper tier local authority,2020-04-26,0,,,869,,,April,26
Haringey,E09000014,Upper tier local authority,2020-04-26,0,,,531,,,April,26
Hammersmith and Fulham,E09000013,Upper tier local authority,2020-04-26,0,,,599,,,April,26
Hackney,E09000012,Upper tier local authority,2020-04-26,0,,,596,,,April,26
Greenwich,E09000011,Upper tier local authority,2020-04-26,0,,,611,,,April,26
Enfield,E09000010,Upper tier local authority,2020-04-26,0,,,809,,,April,26
Ealing,E09000009,Upper tier local authority,2020-04-26,0,,,1014,,,April,26
Croydon,E09000008,Upper tier local authority,2020-04-26,0,,,1325,,,April,26
Camden,E09000007,Upper tier local authority,2020-04-26,0,,,563,,,April,26
Bromley,E09000006,Upper tier local authority,2020-04-26,0,,,1007,,,April,26
Brent,E09000005,Upper tier local authority,2020-04-26,0,,,1320,,,April,26
Bexley,E09000004,Upper tier local authority,2020-04-26,1,,,592,,,April,26
Barnet,E09000003,Upper tier local authority,2020-04-26,0,,,1161,,,April,26
Barking and Dagenham,E09000002,Upper tier local authority,2020-04-26,0,,,445,,,April,26
City of London,E09000001,Upper tier local authority,2020-04-26,0,,,16,,,April,26
Gateshead,E08000037,Upper tier local authority,2020-04-26,2,,,750,,,April,26
Wakefield,E08000036,Upper tier local authority,2020-04-26,0,,,478,,,April,26
Leeds,E08000035,Upper tier local authority,2020-04-26,1,,,1273,,,April,26
Kirklees,E08000034,Upper tier local authority,2020-04-26,2,,,521,,,April,26
Calderdale,E08000033,Upper tier local authority,2020-04-26,4,,,229,,,April,26
Bradford,E08000032,Upper tier local authority,2020-04-26,2,,,768,,,April,26
Wolverhampton,E08000031,Upper tier local authority,2020-04-26,0,,,742,,,April,26
Walsall,E08000030,Upper tier local authority,2020-04-26,0,,,836,,,April,26
Solihull,E08000029,Upper tier local authority,2020-04-26,0,,,538,,,April,26
Sandwell,E08000028,Upper tier local authority,2020-04-26,0,,,913,,,April,26
Dudley,E08000027,Upper tier local authority,2020-04-26,0,,,691,,,April,26
Coventry,E08000026,Upper tier local authority,2020-04-26,0,,,629,,,April,26
Birmingham,E08000025,Upper tier local authority,2020-04-26,0,,,2705,,,April,26
Sunderland,E08000024,Upper tier local authority,2020-04-26,5,,,1093,,,April,26
South Tyneside,E08000023,Upper tier local authority,2020-04-26,4,,,495,,,April,26
North Tyneside,E08000022,Upper tier local authority,2020-04-26,1,,,440,,,April,26
Newcastle upon Tyne,E08000021,Upper tier local authority,2020-04-26,0,,,828,,,April,26
Sheffield,E08000019,Upper tier local authority,2020-04-26,1,,,1952,,,April,26
Rotherham,E08000018,Upper tier local authority,2020-04-26,0,,,616,,,April,26
Doncaster,E08000017,Upper tier local authority,2020-04-26,0,,,391,,,April,26
Barnsley,E08000016,Upper tier local authority,2020-04-26,0,,,569,,,April,26
Wirral,E08000015,Upper tier local authority,2020-04-26,0,,,944,,,April,26
Sefton,E08000014,Upper tier local authority,2020-04-26,0,,,746,,,April,26
St. Helens,E08000013,Upper tier local authority,2020-04-26,0,,,596,,,April,26
Liverpool,E08000012,Upper tier local authority,2020-04-26,0,,,1333,,,April,26
Knowsley,E08000011,Upper tier local authority,2020-04-26,0,,,496,,,April,26
Wigan,E08000010,Upper tier local authority,2020-04-26,0,,,580,,,April,26
Trafford,E08000009,Upper tier local authority,2020-04-26,0,,,553,,,April,26
Tameside,E08000008,Upper tier local authority,2020-04-26,0,,,430,,,April,26
Stockport,E08000007,Upper tier local authority,2020-04-26,0,,,765,,,April,26
Salford,E08000006,Upper tier local authority,2020-04-26,0,,,558,,,April,26
Rochdale,E08000005,Upper tier local authority,2020-04-26,0,,,414,,,April,26
Oldham,E08000004,Upper tier local authority,2020-04-26,0,,,570,,,April,26
Manchester,E08000003,Upper tier local authority,2020-04-26,1,,,1011,,,April,26
Bury,E08000002,Upper tier local authority,2020-04-26,0,,,425,,,April,26
Bolton,E08000001,Upper tier local authority,2020-04-26,0,,,711,,,April,26
Dorset,E06000059,Upper tier local authority,2020-04-26,0,,,297,,,April,26
"Bournemouth, Christchurch and Poole",E06000058,Upper tier local authority,2020-04-26,0,,,391,,,April,26
Northumberland,E06000057,Upper tier local authority,2020-04-26,1,,,709,,,April,26
Central Bedfordshire,E06000056,Upper tier local authority,2020-04-26,0,,,451,,,April,26
Bedford,E06000055,Upper tier local authority,2020-04-26,0,,,389,,,April,26
Wiltshire,E06000054,Upper tier local authority,2020-04-26,0,,,394,,,April,26
Cornwall and Isles of Scilly,E06000052,Upper tier local authority,2020-04-26,2,,,464,,,April,26
Shropshire,E06000051,Upper tier local authority,2020-04-26,0,,,424,,,April,26
Cheshire West and Chester,E06000050,Upper tier local authority,2020-04-26,0,,,725,,,April,26
Cheshire East,E06000049,Upper tier local authority,2020-04-26,1,,,782,,,April,26
County Durham,E06000047,Upper tier local authority,2020-04-26,1,,,1233,,,April,26
Isle of Wight,E06000046,Upper tier local authority,2020-04-26,0,,,103,,,April,26
Southampton,E06000045,Upper tier local authority,2020-04-26,1,,,439,,,April,26
Portsmouth,E06000044,Upper tier local authority,2020-04-26,0,,,270,,,April,26
Brighton and Hove,E06000043,Upper tier local authority,2020-04-26,0,,,345,,,April,26
Milton Keynes,E06000042,Upper tier local authority,2020-04-26,0,,,436,,,April,26
Wokingham,E06000041,Upper tier local authority,2020-04-26,0,,,347,,,April,26
Windsor and Maidenhead,E06000040,Upper tier local authority,2020-04-26,0,,,229,,,April,26
Slough,E06000039,Upper tier local authority,2020-04-26,0,,,361,,,April,26
Reading,E06000038,Upper tier local authority,2020-04-26,0,,,437,,,April,26
West Berkshire,E06000037,Upper tier local authority,2020-04-26,0,,,300,,,April,26
Bracknell Forest,E06000036,Upper tier local authority,2020-04-26,0,,,200,,,April,26
Medway,E06000035,Upper tier local authority,2020-04-26,0,,,586,,,April,26
Thurrock,E06000034,Upper tier local authority,2020-04-26,0,,,265,,,April,26
Southend-on-Sea,E06000033,Upper tier local authority,2020-04-26,0,,,282,,,April,26
Luton,E06000032,Upper tier local authority,2020-04-26,0,,,567,,,April,26
Peterborough,E06000031,Upper tier local authority,2020-04-26,0,,,190,,,April,26
Swindon,E06000030,Upper tier local authority,2020-04-26,2,,,347,,,April,26
Torbay,E06000027,Upper tier local authority,2020-04-26,0,,,199,,,April,26
Plymouth,E06000026,Upper tier local authority,2020-04-26,2,,,272,,,April,26
South Gloucestershire,E06000025,Upper tier local authority,2020-04-26,0,,,333,,,April,26
North Somerset,E06000024,Upper tier local authority,2020-04-26,0,,,210,,,April,26
"Bristol, City of",E06000023,Upper tier local authority,2020-04-26,1,,,576,,,April,26
Bath and North East Somerset,E06000022,Upper tier local authority,2020-04-26,0,,,201,,,April,26
Stoke-on-Trent,E06000021,Upper tier local authority,2020-04-26,3,,,409,,,April,26
Telford and Wrekin,E06000020,Upper tier local authority,2020-04-26,0,,,225,,,April,26
"Herefordshire, County of",E06000019,Upper tier local authority,2020-04-26,0,,,244,,,April,26
Nottingham,E06000018,Upper tier local authority,2020-04-26,0,,,488,,,April,26
Rutland,E06000017,Upper tier local authority,2020-04-26,0,,,19,,,April,26
Leicester,E06000016,Upper tier local authority,2020-04-26,0,,,606,,,April,26
Derby,E06000015,Upper tier local authority,2020-04-26,3,,,451,,,April,26
York,E06000014,Upper tier local authority,2020-04-26,1,,,251,,,April,26
North Lincolnshire,E06000013,Upper tier local authority,2020-04-26,0,,,313,,,April,26
North East Lincolnshire,E06000012,Upper tier local authority,2020-04-26,0,,,128,,,April,26
East Riding of Yorkshire,E06000011,Upper tier local authority,2020-04-26,0,,,501,,,April,26
"Kingston upon Hull, City of",E06000010,Upper tier local authority,2020-04-26,0,,,396,,,April,26
Blackpool,E06000009,Upper tier local authority,2020-04-26,0,,,377,,,April,26
Blackburn with Darwen,E06000008,Upper tier local authority,2020-04-26,0,,,289,,,April,26
Warrington,E06000007,Upper tier local authority,2020-04-26,0,,,558,,,April,26
Halton,E06000006,Upper tier local authority,2020-04-26,0,,,301,,,April,26
Darlington,E06000005,Upper tier local authority,2020-04-26,0,,,239,,,April,26
Stockton-on-Tees,E06000004,Upper tier local authority,2020-04-26,0,,,328,,,April,26
Redcar and Cleveland,E06000003,Upper tier local authority,2020-04-26,1,,,294,,,April,26
Middlesbrough,E06000002,Upper tier local authority,2020-04-26,0,,,496,,,April,26
Hartlepool,E06000001,Upper tier local authority,2020-04-26,0,,,165,,,April,26
England,E92000001,Nation,2020-04-25,591,87,504,112375,110203,2172,April,25
South West,E12000009,Region,2020-04-25,69,,,5891,,,April,25
South East,E12000008,Region,2020-04-25,69,,,16109,,,April,25
London,E12000007,Region,2020-04-25,60,,,23829,,,April,25
East of England,E12000006,Region,2020-04-25,52,,,9569,,,April,25
West Midlands,E12000005,Region,2020-04-25,52,,,12040,,,April,25
East Midlands,E12000004,Region,2020-04-25,39,,,6297,,,April,25
Yorkshire and The Humber,E12000003,Region,2020-04-25,87,,,9204,,,April,25
North West,E12000002,Region,2020-04-25,82,,,17481,,,April,25
North East,E12000001,Region,2020-04-25,57,,,7055,,,April,25
Worcestershire,E10000034,Upper tier local authority,2020-04-25,2,,,1047,,,April,25
West Sussex,E10000032,Upper tier local authority,2020-04-25,6,,,1047,,,April,25
Suffolk,E10000029,Upper tier local authority,2020-04-25,8,,,936,,,April,25
Staffordshire,E10000028,Upper tier local authority,2020-04-25,21,,,1586,,,April,25
Somerset,E10000027,Upper tier local authority,2020-04-25,7,,,454,,,April,25
Oxfordshire,E10000025,Upper tier local authority,2020-04-25,2,,,1452,,,April,25
Nottinghamshire,E10000024,Upper tier local authority,2020-04-25,4,,,1014,,,April,25
North Yorkshire,E10000023,Upper tier local authority,2020-04-25,6,,,829,,,April,25
Northamptonshire,E10000021,Upper tier local authority,2020-04-25,2,,,989,,,April,25
Norfolk,E10000020,Upper tier local authority,2020-04-25,19,,,1355,,,April,25
Lincolnshire,E10000019,Upper tier local authority,2020-04-25,5,,,781,,,April,25
Leicestershire,E10000018,Upper tier local authority,2020-04-25,5,,,856,,,April,25
Lancashire,E10000017,Upper tier local authority,2020-04-25,1,,,2585,,,April,25
Kent,E10000016,Upper tier local authority,2020-04-25,11,,,3232,,,April,25
Hertfordshire,E10000015,Upper tier local authority,2020-04-25,5,,,2141,,,April,25
Hampshire,E10000014,Upper tier local authority,2020-04-25,34,,,2619,,,April,25
Gloucestershire,E10000013,Upper tier local authority,2020-04-25,1,,,1111,,,April,25
Essex,E10000012,Upper tier local authority,2020-04-25,16,,,2320,,,April,25
East Sussex,E10000011,Upper tier local authority,2020-04-25,5,,,508,,,April,25
Devon,E10000008,Upper tier local authority,2020-04-25,7,,,649,,,April,25
Derbyshire,E10000007,Upper tier local authority,2020-04-25,16,,,1096,,,April,25
Cumbria,E10000006,Upper tier local authority,2020-04-25,12,,,1734,,,April,25
Cambridgeshire,E10000003,Upper tier local authority,2020-04-25,2,,,673,,,April,25
Buckinghamshire,E10000002,Upper tier local authority,2020-04-25,1,,,765,,,April,25
Waltham Forest,E09000031,Upper tier local authority,2020-04-25,5,,,704,,,April,25
Tower Hamlets,E09000030,Upper tier local authority,2020-04-25,4,,,590,,,April,25
Southwark,E09000028,Upper tier local authority,2020-04-25,1,,,1160,,,April,25
Redbridge,E09000026,Upper tier local authority,2020-04-25,2,,,652,,,April,25
Newham,E09000025,Upper tier local authority,2020-04-25,5,,,933,,,April,25
Lewisham,E09000023,Upper tier local authority,2020-04-25,5,,,886,,,April,25
Lambeth,E09000022,Upper tier local authority,2020-04-25,2,,,1110,,,April,25
Kensington and Chelsea,E09000020,Upper tier local authority,2020-04-25,1,,,451,,,April,25
Havering,E09000016,Upper tier local authority,2020-04-25,1,,,616,,,April,25
Harrow,E09000015,Upper tier local authority,2020-04-25,2,,,869,,,April,25
Haringey,E09000014,Upper tier local authority,2020-04-25,2,,,531,,,April,25
Hammersmith and Fulham,E09000013,Upper tier local authority,2020-04-25,1,,,599,,,April,25
Hackney,E09000012,Upper tier local authority,2020-04-25,1,,,596,,,April,25
Greenwich,E09000011,Upper tier local authority,2020-04-25,1,,,611,,,April,25
Enfield,E09000010,Upper tier local authority,2020-04-25,10,,,809,,,April,25
Ealing,E09000009,Upper tier local authority,2020-04-25,1,,,1014,,,April,25
Croydon,E09000008,Upper tier local authority,2020-04-25,2,,,1325,,,April,25
Camden,E09000007,Upper tier local authority,2020-04-25,2,,,563,,,April,25
Brent,E09000005,Upper tier local authority,2020-04-25,1,,,1320,,,April,25
Bexley,E09000004,Upper tier local authority,2020-04-25,7,,,591,,,April,25
Barnet,E09000003,Upper tier local authority,2020-04-25,2,,,1161,,,April,25
Barking and Dagenham,E09000002,Upper tier local authority,2020-04-25,2,,,445,,,April,25
Gateshead,E08000037,Upper tier local authority,2020-04-25,5,,,748,,,April,25
Leeds,E08000035,Upper tier local authority,2020-04-25,9,,,1272,,,April,25
Kirklees,E08000034,Upper tier local authority,2020-04-25,2,,,519,,,April,25
Calderdale,E08000033,Upper tier local authority,2020-04-25,2,,,225,,,April,25
Bradford,E08000032,Upper tier local authority,2020-04-25,18,,,766,,,April,25
Wolverhampton,E08000031,Upper tier local authority,2020-04-25,2,,,742,,,April,25
Walsall,E08000030,Upper tier local authority,2020-04-25,1,,,836,,,April,25
Sandwell,E08000028,Upper tier local authority,2020-04-25,5,,,913,,,April,25
Dudley,E08000027,Upper tier local authority,2020-04-25,2,,,691,,,April,25
Sunderland,E08000024,Upper tier local authority,2020-04-25,13,,,1088,,,April,25
South Tyneside,E08000023,Upper tier local authority,2020-04-25,9,,,491,,,April,25
Newcastle upon Tyne,E08000021,Upper tier local authority,2020-04-25,3,,,828,,,April,25
Sheffield,E08000019,Upper tier local authority,2020-04-25,6,,,1951,,,April,25
Rotherham,E08000018,Upper tier local authority,2020-04-25,1,,,616,,,April,25
Doncaster,E08000017,Upper tier local authority,2020-04-25,3,,,391,,,April,25
Barnsley,E08000016,Upper tier local authority,2020-04-25,6,,,569,,,April,25
Sefton,E08000014,Upper tier local authority,2020-04-25,5,,,746,,,April,25
Liverpool,E08000012,Upper tier local authority,2020-04-25,15,,,1333,,,April,25
Knowsley,E08000011,Upper tier local authority,2020-04-25,5,,,496,,,April,25
Wigan,E08000010,Upper tier local authority,2020-04-25,1,,,580,,,April,25
Trafford,E08000009,Upper tier local authority,2020-04-25,3,,,553,,,April,25
Tameside,E08000008,Upper tier local authority,2020-04-25,2,,,430,,,April,25
Stockport,E08000007,Upper tier local authority,2020-04-25,4,,,765,,,April,25
Salford,E08000006,Upper tier local authority,2020-04-25,4,,,558,,,April,25
Rochdale,E08000005,Upper tier local authority,2020-04-25,3,,,414,,,April,25
Oldham,E08000004,Upper tier local authority,2020-04-25,6,,,570,,,April,25
Manchester,E08000003,Upper tier local authority,2020-04-25,2,,,1010,,,April,25
Bury,E08000002,Upper tier local authority,2020-04-25,5,,,425,,,April,25
Dorset,E06000059,Upper tier local authority,2020-04-25,5,,,297,,,April,25
"Bournemouth, Christchurch and Poole",E06000058,Upper tier local authority,2020-04-25,1,,,391,,,April,25
Northumberland,E06000057,Upper tier local authority,2020-04-25,3,,,708,,,April,25
Wiltshire,E06000054,Upper tier local authority,2020-04-25,2,,,394,,,April,25
Cornwall and Isles of Scilly,E06000052,Upper tier local authority,2020-04-25,4,,,462,,,April,25
Shropshire,E06000051,Upper tier local authority,2020-04-25,2,,,424,,,April,25
Cheshire West and Chester,E06000050,Upper tier local authority,2020-04-25,4,,,725,,,April,25
Cheshire East,E06000049,Upper tier local authority,2020-04-25,10,,,781,,,April,25
County Durham,E06000047,Upper tier local authority,2020-04-25,14,,,1232,,,April,25
Isle of Wight,E06000046,Upper tier local authority,2020-04-25,1,,,103,,,April,25
Southampton,E06000045,Upper tier local authority,2020-04-25,3,,,438,,,April,25
Portsmouth,E06000044,Upper tier local authority,2020-04-25,2,,,270,,,April,25
Brighton and Hove,E06000043,Upper tier local authority,2020-04-25,1,,,345,,,April,25
West Berkshire,E06000037,Upper tier local authority,2020-04-25,1,,,300,,,April,25
Medway,E06000035,Upper tier local authority,2020-04-25,2,,,586,,,April,25
Thurrock,E06000034,Upper tier local authority,2020-04-25,2,,,265,,,April,25
Swindon,E06000030,Upper tier local authority,2020-04-25,4,,,345,,,April,25
Torbay,E06000027,Upper tier local authority,2020-04-25,17,,,199,,,April,25
Plymouth,E06000026,Upper tier local authority,2020-04-25,3,,,270,,,April,25
South Gloucestershire,E06000025,Upper tier local authority,2020-04-25,11,,,333,,,April,25
North Somerset,E06000024,Upper tier local authority,2020-04-25,3,,,210,,,April,25
"Bristol, City of",E06000023,Upper tier local authority,2020-04-25,4,,,575,,,April,25
Stoke-on-Trent,E06000021,Upper tier local authority,2020-04-25,12,,,406,,,April,25
Telford and Wrekin,E06000020,Upper tier local authority,2020-04-25,2,,,225,,,April,25
"Herefordshire, County of",E06000019,Upper tier local authority,2020-04-25,3,,,244,,,April,25
Nottingham,E06000018,Upper tier local authority,2020-04-25,1,,,488,,,April,25
Leicester,E06000016,Upper tier local authority,2020-04-25,4,,,606,,,April,25
Derby,E06000015,Upper tier local authority,2020-04-25,2,,,448,,,April,25
York,E06000014,Upper tier local authority,2020-04-25,8,,,250,,,April,25
North Lincolnshire,E06000013,Upper tier local authority,2020-04-25,4,,,313,,,April,25
East Riding of Yorkshire,E06000011,Upper tier local authority,2020-04-25,14,,,501,,,April,25
"Kingston upon Hull, City of",E06000010,Upper tier local authority,2020-04-25,8,,,396,,,April,25
Redcar and Cleveland,E06000003,Upper tier local authority,2020-04-25,4,,,293,,,April,25
Middlesbrough,E06000002,Upper tier local authority,2020-04-25,6,,,496,,,April,25
England,E92000001,Nation,2020-04-24,2043,786,1257,111784,110116,1668,April,24
South West,E12000009,Region,2020-04-24,98,,,5822,,,April,24
South East,E12000008,Region,2020-04-24,287,,,16040,,,April,24
London,E12000007,Region,2020-04-24,198,,,23769,,,April,24
East of England,E12000006,Region,2020-04-24,140,,,9517,,,April,24
West Midlands,E12000005,Region,2020-04-24,228,,,11988,,,April,24
East Midlands,E12000004,Region,2020-04-24,114,,,6258,,,April,24
Yorkshire and The Humber,E12000003,Region,2020-04-24,322,,,9117,,,April,24
North West,E12000002,Region,2020-04-24,340,,,17399,,,April,24
North East,E12000001,Region,2020-04-24,175,,,6998,,,April,24
Worcestershire,E10000034,Upper tier local authority,2020-04-24,4,,,1045,,,April,24
West Sussex,E10000032,Upper tier local authority,2020-04-24,22,,,1041,,,April,24
Warwickshire,E10000031,Upper tier local authority,2020-04-24,22,,,1054,,,April,24
Surrey,E10000030,Upper tier local authority,2020-04-24,34,,,2434,,,April,24
Suffolk,E10000029,Upper tier local authority,2020-04-24,17,,,928,,,April,24
Staffordshire,E10000028,Upper tier local authority,2020-04-24,28,,,1565,,,April,24
Somerset,E10000027,Upper tier local authority,2020-04-24,12,,,447,,,April,24
Oxfordshire,E10000025,Upper tier local authority,2020-04-24,29,,,1450,,,April,24
Nottinghamshire,E10000024,Upper tier local authority,2020-04-24,13,,,1010,,,April,24
North Yorkshire,E10000023,Upper tier local authority,2020-04-24,42,,,823,,,April,24
Northamptonshire,E10000021,Upper tier local authority,2020-04-24,4,,,987,,,April,24
Norfolk,E10000020,Upper tier local authority,2020-04-24,47,,,1336,,,April,24
Lincolnshire,E10000019,Upper tier local authority,2020-04-24,18,,,776,,,April,24
Leicestershire,E10000018,Upper tier local authority,2020-04-24,21,,,851,,,April,24
Lancashire,E10000017,Upper tier local authority,2020-04-24,53,,,2584,,,April,24
Kent,E10000016,Upper tier local authority,2020-04-24,62,,,3221,,,April,24
Hertfordshire,E10000015,Upper tier local authority,2020-04-24,19,,,2136,,,April,24
Hampshire,E10000014,Upper tier local authority,2020-04-24,47,,,2585,,,April,24
Gloucestershire,E10000013,Upper tier local authority,2020-04-24,16,,,1110,,,April,24
Essex,E10000012,Upper tier local authority,2020-04-24,38,,,2304,,,April,24
East Sussex,E10000011,Upper tier local authority,2020-04-24,7,,,503,,,April,24
Devon,E10000008,Upper tier local authority,2020-04-24,12,,,642,,,April,24
Derbyshire,E10000007,Upper tier local authority,2020-04-24,22,,,1080,,,April,24
Cumbria,E10000006,Upper tier local authority,2020-04-24,29,,,1722,,,April,24
Cambridgeshire,E10000003,Upper tier local authority,2020-04-24,10,,,671,,,April,24
Buckinghamshire,E10000002,Upper tier local authority,2020-04-24,20,,,764,,,April,24
Westminster,E09000033,Upper tier local authority,2020-04-24,5,,,583,,,April,24
Wandsworth,E09000032,Upper tier local authority,2020-04-24,4,,,893,,,April,24
Waltham Forest,E09000031,Upper tier local authority,2020-04-24,9,,,699,,,April,24
Sutton,E09000029,Upper tier local authority,2020-04-24,6,,,651,,,April,24
Southwark,E09000028,Upper tier local authority,2020-04-24,9,,,1159,,,April,24
Richmond upon Thames,E09000027,Upper tier local authority,2020-04-24,3,,,356,,,April,24
Redbridge,E09000026,Upper tier local authority,2020-04-24,2,,,650,,,April,24
Newham,E09000025,Upper tier local authority,2020-04-24,7,,,928,,,April,24
Merton,E09000024,Upper tier local authority,2020-04-24,3,,,632,,,April,24
Lewisham,E09000023,Upper tier local authority,2020-04-24,7,,,881,,,April,24
Lambeth,E09000022,Upper tier local authority,2020-04-24,10,,,1108,,,April,24
Kingston upon Thames,E09000021,Upper tier local authority,2020-04-24,4,,,427,,,April,24
Islington,E09000019,Upper tier local authority,2020-04-24,3,,,401,,,April,24
Hounslow,E09000018,Upper tier local authority,2020-04-24,5,,,626,,,April,24
Hillingdon,E09000017,Upper tier local authority,2020-04-24,5,,,701,,,April,24
Havering,E09000016,Upper tier local authority,2020-04-24,5,,,615,,,April,24
Harrow,E09000015,Upper tier local authority,2020-04-24,8,,,867,,,April,24
Haringey,E09000014,Upper tier local authority,2020-04-24,5,,,529,,,April,24
Hammersmith and Fulham,E09000013,Upper tier local authority,2020-04-24,6,,,598,,,April,24
Hackney,E09000012,Upper tier local authority,2020-04-24,2,,,595,,,April,24
Greenwich,E09000011,Upper tier local authority,2020-04-24,6,,,610,,,April,24
Enfield,E09000010,Upper tier local authority,2020-04-24,19,,,799,,,April,24
Ealing,E09000009,Upper tier local authority,2020-04-24,13,,,1013,,,April,24
Croydon,E09000008,Upper tier local authority,2020-04-24,12,,,1323,,,April,24
Camden,E09000007,Upper tier local authority,2020-04-24,4,,,561,,,April,24
Bromley,E09000006,Upper tier local authority,2020-04-24,14,,,1007,,,April,24
Brent,E09000005,Upper tier local authority,2020-04-24,9,,,1319,,,April,24
Bexley,E09000004,Upper tier local authority,2020-04-24,5,,,584,,,April,24
Barnet,E09000003,Upper tier local authority,2020-04-24,7,,,1159,,,April,24
Barking and Dagenham,E09000002,Upper tier local authority,2020-04-24,1,,,443,,,April,24
Gateshead,E08000037,Upper tier local authority,2020-04-24,24,,,743,,,April,24
Wakefield,E08000036,Upper tier local authority,2020-04-24,8,,,478,,,April,24
Leeds,E08000035,Upper tier local authority,2020-04-24,61,,,1263,,,April,24
Kirklees,E08000034,Upper tier local authority,2020-04-24,28,,,517,,,April,24
Calderdale,E08000033,Upper tier local authority,2020-04-24,5,,,223,,,April,24
Bradford,E08000032,Upper tier local authority,2020-04-24,46,,,748,,,April,24
Wolverhampton,E08000031,Upper tier local authority,2020-04-24,34,,,740,,,April,24
Walsall,E08000030,Upper tier local authority,2020-04-24,8,,,835,,,April,24
Solihull,E08000029,Upper tier local authority,2020-04-24,3,,,538,,,April,24
