Area name,Area code,Area type,Specimen date,Daily lab-confirmed cases,Previously reported daily cases,Change in daily cases,Cumulative lab-confirmed cases,Previously reported cumulative cases,Change in cumulative cases,Month,Day
Sheffield,E08000019,Upper tier local authority,2020-04-02,52,,,881,,,April,02
Rotherham,E08000018,Upper tier local authority,2020-04-02,15,,,221,,,April,02
Doncaster,E08000017,Upper tier local authority,2020-04-02,11,,,155,,,April,02
Barnsley,E08000016,Upper tier local authority,2020-04-02,14,,,219,,,April,02
Wirral,E08000015,Upper tier local authority,2020-04-02,52,,,209,,,April,02
Sefton,E08000014,Upper tier local authority,2020-04-02,32,,,216,,,April,02
St. Helens,E08000013,Upper tier local authority,2020-04-02,26,,,192,,,April,02
Liverpool,E08000012,Upper tier local authority,2020-04-02,55,,,450,,,April,02
Knowsley,E08000011,Upper tier local authority,2020-04-02,22,,,138,,,April,02
Wigan,E08000010,Upper tier local authority,2020-04-02,24,,,160,,,April,02
Trafford,E08000009,Upper tier local authority,2020-04-02,27,,,201,,,April,02
Tameside,E08000008,Upper tier local authority,2020-04-02,18,,,149,,,April,02
Stockport,E08000007,Upper tier local authority,2020-04-02,28,,,221,,,April,02
Salford,E08000006,Upper tier local authority,2020-04-02,21,,,230,,,April,02
Rochdale,E08000005,Upper tier local authority,2020-04-02,9,,,152,,,April,02
Oldham,E08000004,Upper tier local authority,2020-04-02,23,,,196,,,April,02
Manchester,E08000003,Upper tier local authority,2020-04-02,34,,,290,,,April,02
Bury,E08000002,Upper tier local authority,2020-04-02,8,,,124,,,April,02
Bolton,E08000001,Upper tier local authority,2020-04-02,17,,,144,,,April,02
Dorset,E06000059,Upper tier local authority,2020-04-02,10,,,107,,,April,02
"Bournemouth, Christchurch and Poole",E06000058,Upper tier local authority,2020-04-02,12,,,104,,,April,02
Northumberland,E06000057,Upper tier local authority,2020-04-02,24,,,159,,,April,02
Central Bedfordshire,E06000056,Upper tier local authority,2020-04-02,23,,,159,,,April,02
Bedford,E06000055,Upper tier local authority,2020-04-02,12,,,113,,,April,02
Wiltshire,E06000054,Upper tier local authority,2020-04-02,10,,,138,,,April,02
Cornwall and Isles of Scilly,E06000052,Upper tier local authority,2020-04-02,17,,,164,,,April,02
Shropshire,E06000051,Upper tier local authority,2020-04-02,8,,,146,,,April,02
Cheshire West and Chester,E06000050,Upper tier local authority,2020-04-02,26,,,183,,,April,02
Cheshire East,E06000049,Upper tier local authority,2020-04-02,28,,,187,,,April,02
County Durham,E06000047,Upper tier local authority,2020-04-02,36,,,236,,,April,02
Isle of Wight,E06000046,Upper tier local authority,2020-04-02,1,,,27,,,April,02
Southampton,E06000045,Upper tier local authority,2020-04-02,17,,,156,,,April,02
Portsmouth,E06000044,Upper tier local authority,2020-04-02,5,,,96,,,April,02
Brighton and Hove,E06000043,Upper tier local authority,2020-04-02,12,,,125,,,April,02
Milton Keynes,E06000042,Upper tier local authority,2020-04-02,12,,,175,,,April,02
Wokingham,E06000041,Upper tier local authority,2020-04-02,2,,,102,,,April,02
Windsor and Maidenhead,E06000040,Upper tier local authority,2020-04-02,4,,,103,,,April,02
Slough,E06000039,Upper tier local authority,2020-04-02,3,,,143,,,April,02
Reading,E06000038,Upper tier local authority,2020-04-02,8,,,104,,,April,02
West Berkshire,E06000037,Upper tier local authority,2020-04-02,5,,,92,,,April,02
Bracknell Forest,E06000036,Upper tier local authority,2020-04-02,3,,,59,,,April,02
Medway,E06000035,Upper tier local authority,2020-04-02,24,,,193,,,April,02
Thurrock,E06000034,Upper tier local authority,2020-04-02,17,,,120,,,April,02
Southend-on-Sea,E06000033,Upper tier local authority,2020-04-02,14,,,117,,,April,02
Luton,E06000032,Upper tier local authority,2020-04-02,23,,,191,,,April,02
Peterborough,E06000031,Upper tier local authority,2020-04-02,5,,,61,,,April,02
Swindon,E06000030,Upper tier local authority,2020-04-02,12,,,66,,,April,02
Torbay,E06000027,Upper tier local authority,2020-04-02,2,,,54,,,April,02
Plymouth,E06000026,Upper tier local authority,2020-04-02,12,,,78,,,April,02
South Gloucestershire,E06000025,Upper tier local authority,2020-04-02,9,,,117,,,April,02
North Somerset,E06000024,Upper tier local authority,2020-04-02,6,,,69,,,April,02
"Bristol, City of",E06000023,Upper tier local authority,2020-04-02,15,,,183,,,April,02
Bath and North East Somerset,E06000022,Upper tier local authority,2020-04-02,4,,,61,,,April,02
Stoke-on-Trent,E06000021,Upper tier local authority,2020-04-02,9,,,97,,,April,02
Telford and Wrekin,E06000020,Upper tier local authority,2020-04-02,7,,,78,,,April,02
"Herefordshire, County of",E06000019,Upper tier local authority,2020-04-02,4,,,59,,,April,02
Nottingham,E06000018,Upper tier local authority,2020-04-02,20,,,169,,,April,02
Leicester,E06000016,Upper tier local authority,2020-04-02,24,,,191,,,April,02
Derby,E06000015,Upper tier local authority,2020-04-02,19,,,260,,,April,02
York,E06000014,Upper tier local authority,2020-04-02,11,,,62,,,April,02
North Lincolnshire,E06000013,Upper tier local authority,2020-04-02,4,,,46,,,April,02
North East Lincolnshire,E06000012,Upper tier local authority,2020-04-02,1,,,37,,,April,02
East Riding of Yorkshire,E06000011,Upper tier local authority,2020-04-02,7,,,93,,,April,02
"Kingston upon Hull, City of",E06000010,Upper tier local authority,2020-04-02,8,,,34,,,April,02
Blackpool,E06000009,Upper tier local authority,2020-04-02,18,,,67,,,April,02
Blackburn with Darwen,E06000008,Upper tier local authority,2020-04-02,12,,,66,,,April,02
Warrington,E06000007,Upper tier local authority,2020-04-02,24,,,128,,,April,02
Halton,E06000006,Upper tier local authority,2020-04-02,14,,,78,,,April,02
Darlington,E06000005,Upper tier local authority,2020-04-02,5,,,37,,,April,02
Stockton-on-Tees,E06000004,Upper tier local authority,2020-04-02,13,,,97,,,April,02
Redcar and Cleveland,E06000003,Upper tier local authority,2020-04-02,7,,,81,,,April,02
Middlesbrough,E06000002,Upper tier local authority,2020-04-02,13,,,123,,,April,02
Hartlepool,E06000001,Upper tier local authority,2020-04-02,2,,,25,,,April,02
England,E92000001,Nation,2020-04-01,4075,4077,-2,36756,36754,2,April,01
South West,E12000009,Region,2020-04-01,183,,,1569,,,April,01
South East,E12000008,Region,2020-04-01,546,,,4823,,,April,01
London,E12000007,Region,2020-04-01,960,,,11056,,,April,01
East of England,E12000006,Region,2020-04-01,330,,,2948,,,April,01
West Midlands,E12000005,Region,2020-04-01,411,,,4258,,,April,01
East Midlands,E12000004,Region,2020-04-01,296,,,2294,,,April,01
Yorkshire and The Humber,E12000003,Region,2020-04-01,298,,,2626,,,April,01
North West,E12000002,Region,2020-04-01,617,,,4554,,,April,01
North East,E12000001,Region,2020-04-01,306,,,1478,,,April,01
Worcestershire,E10000034,Upper tier local authority,2020-04-01,34,,,355,,,April,01
West Sussex,E10000032,Upper tier local authority,2020-04-01,25,,,293,,,April,01
Warwickshire,E10000031,Upper tier local authority,2020-04-01,29,,,336,,,April,01
Surrey,E10000030,Upper tier local authority,2020-04-01,92,,,851,,,April,01
Suffolk,E10000029,Upper tier local authority,2020-04-01,29,,,219,,,April,01
Staffordshire,E10000028,Upper tier local authority,2020-04-01,54,,,472,,,April,01
Somerset,E10000027,Upper tier local authority,2020-04-01,8,,,86,,,April,01
Oxfordshire,E10000025,Upper tier local authority,2020-04-01,42,,,372,,,April,01
Nottinghamshire,E10000024,Upper tier local authority,2020-04-01,34,,,368,,,April,01
North Yorkshire,E10000023,Upper tier local authority,2020-04-01,32,,,216,,,April,01
Northamptonshire,E10000021,Upper tier local authority,2020-04-01,54,,,366,,,April,01
Norfolk,E10000020,Upper tier local authority,2020-04-01,22,,,252,,,April,01
Lincolnshire,E10000019,Upper tier local authority,2020-04-01,33,,,231,,,April,01
Leicestershire,E10000018,Upper tier local authority,2020-04-01,45,,,297,,,April,01
Lancashire,E10000017,Upper tier local authority,2020-04-01,91,,,658,,,April,01
Kent,E10000016,Upper tier local authority,2020-04-01,111,,,748,,,April,01
Hertfordshire,E10000015,Upper tier local authority,2020-04-01,84,,,789,,,April,01
Hampshire,E10000014,Upper tier local authority,2020-04-01,71,,,849,,,April,01
Gloucestershire,E10000013,Upper tier local authority,2020-04-01,34,,,274,,,April,01
Essex,E10000012,Upper tier local authority,2020-04-01,108,,,807,,,April,01
East Sussex,E10000011,Upper tier local authority,2020-04-01,21,,,165,,,April,01
Devon,E10000008,Upper tier local authority,2020-04-01,25,,,177,,,April,01
Derbyshire,E10000007,Upper tier local authority,2020-04-01,51,,,469,,,April,01
Cumbria,E10000006,Upper tier local authority,2020-04-01,74,,,633,,,April,01
Cambridgeshire,E10000003,Upper tier local authority,2020-04-01,13,,,214,,,April,01
Buckinghamshire,E10000002,Upper tier local authority,2020-04-01,19,,,266,,,April,01
Westminster,E09000033,Upper tier local authority,2020-04-01,18,,,343,,,April,01
Wandsworth,E09000032,Upper tier local authority,2020-04-01,37,,,493,,,April,01
Waltham Forest,E09000031,Upper tier local authority,2020-04-01,25,,,317,,,April,01
Tower Hamlets,E09000030,Upper tier local authority,2020-04-01,24,,,285,,,April,01
Sutton,E09000029,Upper tier local authority,2020-04-01,37,,,248,,,April,01
Southwark,E09000028,Upper tier local authority,2020-04-01,56,,,601,,,April,01
Richmond upon Thames,E09000027,Upper tier local authority,2020-04-01,15,,,191,,,April,01
Redbridge,E09000026,Upper tier local authority,2020-04-01,22,,,263,,,April,01
Newham,E09000025,Upper tier local authority,2020-04-01,40,,,410,,,April,01
Merton,E09000024,Upper tier local authority,2020-04-01,27,,,302,,,April,01
Lewisham,E09000023,Upper tier local authority,2020-04-01,35,,,393,,,April,01
Lambeth,E09000022,Upper tier local authority,2020-04-01,49,,,598,,,April,01
Kingston upon Thames,E09000021,Upper tier local authority,2020-04-01,9,,,160,,,April,01
Kensington and Chelsea,E09000020,Upper tier local authority,2020-04-01,16,,,243,,,April,01
Islington,E09000019,Upper tier local authority,2020-04-01,17,,,227,,,April,01
Hounslow,E09000018,Upper tier local authority,2020-04-01,32,,,288,,,April,01
Hillingdon,E09000017,Upper tier local authority,2020-04-01,22,,,297,,,April,01
Havering,E09000016,Upper tier local authority,2020-04-01,29,,,205,,,April,01
Harrow,E09000015,Upper tier local authority,2020-04-01,23,,,416,,,April,01
Haringey,E09000014,Upper tier local authority,2020-04-01,22,,,259,,,April,01
Hammersmith and Fulham,E09000013,Upper tier local authority,2020-04-01,26,,,238,,,April,01
Hackney,E09000012,Upper tier local authority,2020-04-01,32,,,285,,,April,01
Greenwich,E09000011,Upper tier local authority,2020-04-01,29,,,280,,,April,01
Enfield,E09000010,Upper tier local authority,2020-04-01,27,,,316,,,April,01
Ealing,E09000009,Upper tier local authority,2020-04-01,26,,,447,,,April,01
Croydon,E09000008,Upper tier local authority,2020-04-01,55,,,570,,,April,01
Camden,E09000007,Upper tier local authority,2020-04-01,19,,,263,,,April,01
Bromley,E09000006,Upper tier local authority,2020-04-01,49,,,461,,,April,01
Brent,E09000005,Upper tier local authority,2020-04-01,55,,,644,,,April,01
Bexley,E09000004,Upper tier local authority,2020-04-01,29,,,230,,,April,01
Barnet,E09000003,Upper tier local authority,2020-04-01,37,,,587,,,April,01
Barking and Dagenham,E09000002,Upper tier local authority,2020-04-01,21,,,185,,,April,01
Gateshead,E08000037,Upper tier local authority,2020-04-01,33,,,135,,,April,01
Wakefield,E08000036,Upper tier local authority,2020-04-01,17,,,133,,,April,01
Leeds,E08000035,Upper tier local authority,2020-04-01,31,,,268,,,April,01
Kirklees,E08000034,Upper tier local authority,2020-04-01,24,,,151,,,April,01
Calderdale,E08000033,Upper tier local authority,2020-04-01,6,,,63,,,April,01
Bradford,E08000032,Upper tier local authority,2020-04-01,21,,,170,,,April,01
Wolverhampton,E08000031,Upper tier local authority,2020-04-01,19,,,279,,,April,01
Walsall,E08000030,Upper tier local authority,2020-04-01,36,,,309,,,April,01
Solihull,E08000029,Upper tier local authority,2020-04-01,15,,,183,,,April,01
Sandwell,E08000028,Upper tier local authority,2020-04-01,30,,,309,,,April,01
Dudley,E08000027,Upper tier local authority,2020-04-01,18,,,256,,,April,01
Coventry,E08000026,Upper tier local authority,2020-04-01,28,,,235,,,April,01
Birmingham,E08000025,Upper tier local authority,2020-04-01,108,,,1172,,,April,01
Sunderland,E08000024,Upper tier local authority,2020-04-01,43,,,206,,,April,01
South Tyneside,E08000023,Upper tier local authority,2020-04-01,9,,,69,,,April,01
North Tyneside,E08000022,Upper tier local authority,2020-04-01,35,,,129,,,April,01
Newcastle upon Tyne,E08000021,Upper tier local authority,2020-04-01,41,,,281,,,April,01
Sheffield,E08000019,Upper tier local authority,2020-04-01,63,,,829,,,April,01
Rotherham,E08000018,Upper tier local authority,2020-04-01,22,,,206,,,April,01
Doncaster,E08000017,Upper tier local authority,2020-04-01,17,,,144,,,April,01
Barnsley,E08000016,Upper tier local authority,2020-04-01,26,,,205,,,April,01
Wirral,E08000015,Upper tier local authority,2020-04-01,18,,,157,,,April,01
Sefton,E08000014,Upper tier local authority,2020-04-01,28,,,184,,,April,01
St. Helens,E08000013,Upper tier local authority,2020-04-01,29,,,166,,,April,01
Liverpool,E08000012,Upper tier local authority,2020-04-01,48,,,395,,,April,01
Knowsley,E08000011,Upper tier local authority,2020-04-01,18,,,116,,,April,01
Wigan,E08000010,Upper tier local authority,2020-04-01,13,,,136,,,April,01
Trafford,E08000009,Upper tier local authority,2020-04-01,28,,,174,,,April,01
Tameside,E08000008,Upper tier local authority,2020-04-01,15,,,131,,,April,01
Stockport,E08000007,Upper tier local authority,2020-04-01,33,,,193,,,April,01
Salford,E08000006,Upper tier local authority,2020-04-01,18,,,209,,,April,01
Rochdale,E08000005,Upper tier local authority,2020-04-01,16,,,143,,,April,01
Oldham,E08000004,Upper tier local authority,2020-04-01,22,,,173,,,April,01
Manchester,E08000003,Upper tier local authority,2020-04-01,28,,,256,,,April,01
Bury,E08000002,Upper tier local authority,2020-04-01,16,,,116,,,April,01
Bolton,E08000001,Upper tier local authority,2020-04-01,25,,,127,,,April,01
Dorset,E06000059,Upper tier local authority,2020-04-01,15,,,97,,,April,01
"Bournemouth, Christchurch and Poole",E06000058,Upper tier local authority,2020-04-01,15,,,92,,,April,01
Northumberland,E06000057,Upper tier local authority,2020-04-01,40,,,135,,,April,01
Central Bedfordshire,E06000056,Upper tier local authority,2020-04-01,14,,,136,,,April,01
Bedford,E06000055,Upper tier local authority,2020-04-01,11,,,101,,,April,01
Wiltshire,E06000054,Upper tier local authority,2020-04-01,10,,,128,,,April,01
Cornwall and Isles of Scilly,E06000052,Upper tier local authority,2020-04-01,21,,,147,,,April,01
Shropshire,E06000051,Upper tier local authority,2020-04-01,13,,,138,,,April,01
Cheshire West and Chester,E06000050,Upper tier local authority,2020-04-01,29,,,157,,,April,01
Cheshire East,E06000049,Upper tier local authority,2020-04-01,31,,,159,,,April,01
County Durham,E06000047,Upper tier local authority,2020-04-01,52,,,200,,,April,01
Isle of Wight,E06000046,Upper tier local authority,2020-04-01,7,,,26,,,April,01
Southampton,E06000045,Upper tier local authority,2020-04-01,14,,,139,,,April,01
Portsmouth,E06000044,Upper tier local authority,2020-04-01,6,,,91,,,April,01
Brighton and Hove,E06000043,Upper tier local authority,2020-04-01,19,,,113,,,April,01
Milton Keynes,E06000042,Upper tier local authority,2020-04-01,14,,,163,,,April,01
Wokingham,E06000041,Upper tier local authority,2020-04-01,14,,,100,,,April,01
Windsor and Maidenhead,E06000040,Upper tier local authority,2020-04-01,9,,,99,,,April,01
Slough,E06000039,Upper tier local authority,2020-04-01,11,,,140,,,April,01
Reading,E06000038,Upper tier local authority,2020-04-01,14,,,96,,,April,01
West Berkshire,E06000037,Upper tier local authority,2020-04-01,14,,,87,,,April,01
Bracknell Forest,E06000036,Upper tier local authority,2020-04-01,10,,,56,,,April,01
Medway,E06000035,Upper tier local authority,2020-04-01,33,,,169,,,April,01
Thurrock,E06000034,Upper tier local authority,2020-04-01,10,,,103,,,April,01
Southend-on-Sea,E06000033,Upper tier local authority,2020-04-01,16,,,103,,,April,01
Luton,E06000032,Upper tier local authority,2020-04-01,17,,,168,,,April,01
Peterborough,E06000031,Upper tier local authority,2020-04-01,6,,,56,,,April,01
Swindon,E06000030,Upper tier local authority,2020-04-01,8,,,54,,,April,01
Torbay,E06000027,Upper tier local authority,2020-04-01,3,,,52,,,April,01
Plymouth,E06000026,Upper tier local authority,2020-04-01,8,,,66,,,April,01
South Gloucestershire,E06000025,Upper tier local authority,2020-04-01,6,,,108,,,April,01
North Somerset,E06000024,Upper tier local authority,2020-04-01,8,,,63,,,April,01
"Bristol, City of",E06000023,Upper tier local authority,2020-04-01,17,,,168,,,April,01
Bath and North East Somerset,E06000022,Upper tier local authority,2020-04-01,5,,,57,,,April,01
Stoke-on-Trent,E06000021,Upper tier local authority,2020-04-01,17,,,88,,,April,01
Telford and Wrekin,E06000020,Upper tier local authority,2020-04-01,4,,,71,,,April,01
"Herefordshire, County of",E06000019,Upper tier local authority,2020-04-01,6,,,55,,,April,01
Nottingham,E06000018,Upper tier local authority,2020-04-01,16,,,149,,,April,01
Leicester,E06000016,Upper tier local authority,2020-04-01,33,,,167,,,April,01
Derby,E06000015,Upper tier local authority,2020-04-01,30,,,241,,,April,01
York,E06000014,Upper tier local authority,2020-04-01,12,,,51,,,April,01
North Lincolnshire,E06000013,Upper tier local authority,2020-04-01,8,,,42,,,April,01
North East Lincolnshire,E06000012,Upper tier local authority,2020-04-01,5,,,36,,,April,01
East Riding of Yorkshire,E06000011,Upper tier local authority,2020-04-01,9,,,86,,,April,01
"Kingston upon Hull, City of",E06000010,Upper tier local authority,2020-04-01,5,,,26,,,April,01
Blackpool,E06000009,Upper tier local authority,2020-04-01,5,,,49,,,April,01
Blackburn with Darwen,E06000008,Upper tier local authority,2020-04-01,8,,,54,,,April,01
Warrington,E06000007,Upper tier local authority,2020-04-01,17,,,104,,,April,01
Halton,E06000006,Upper tier local authority,2020-04-01,7,,,64,,,April,01
Darlington,E06000005,Upper tier local authority,2020-04-01,4,,,32,,,April,01
Stockton-on-Tees,E06000004,Upper tier local authority,2020-04-01,12,,,84,,,April,01
Redcar and Cleveland,E06000003,Upper tier local authority,2020-04-01,11,,,74,,,April,01
Middlesbrough,E06000002,Upper tier local authority,2020-04-01,23,,,110,,,April,01
Hartlepool,E06000001,Upper tier local authority,2020-04-01,3,,,23,,,April,01
England,E92000001,Nation,2020-03-31,3753,3749,4,32681,32677,4,March,31
South West,E12000009,Region,2020-03-31,140,,,1386,,,March,31
South East,E12000008,Region,2020-03-31,469,,,4277,,,March,31
London,E12000007,Region,2020-03-31,912,,,10096,,,March,31
East of England,E12000006,Region,2020-03-31,322,,,2618,,,March,31
West Midlands,E12000005,Region,2020-03-31,412,,,3847,,,March,31
East Midlands,E12000004,Region,2020-03-31,276,,,1998,,,March,31
Yorkshire and The Humber,E12000003,Region,2020-03-31,321,,,2328,,,March,31
North West,E12000002,Region,2020-03-31,556,,,3937,,,March,31
North East,E12000001,Region,2020-03-31,206,,,1172,,,March,31
Worcestershire,E10000034,Upper tier local authority,2020-03-31,37,,,321,,,March,31
West Sussex,E10000032,Upper tier local authority,2020-03-31,32,,,268,,,March,31
Warwickshire,E10000031,Upper tier local authority,2020-03-31,20,,,307,,,March,31
Surrey,E10000030,Upper tier local authority,2020-03-31,64,,,759,,,March,31
Suffolk,E10000029,Upper tier local authority,2020-03-31,26,,,190,,,March,31
Staffordshire,E10000028,Upper tier local authority,2020-03-31,41,,,418,,,March,31
Somerset,E10000027,Upper tier local authority,2020-03-31,8,,,78,,,March,31
Oxfordshire,E10000025,Upper tier local authority,2020-03-31,51,,,330,,,March,31
Nottinghamshire,E10000024,Upper tier local authority,2020-03-31,40,,,334,,,March,31
North Yorkshire,E10000023,Upper tier local authority,2020-03-31,19,,,184,,,March,31
Northamptonshire,E10000021,Upper tier local authority,2020-03-31,48,,,312,,,March,31
Norfolk,E10000020,Upper tier local authority,2020-03-31,25,,,230,,,March,31
Lincolnshire,E10000019,Upper tier local authority,2020-03-31,26,,,198,,,March,31
Leicestershire,E10000018,Upper tier local authority,2020-03-31,44,,,252,,,March,31
Lancashire,E10000017,Upper tier local authority,2020-03-31,87,,,567,,,March,31
Kent,E10000016,Upper tier local authority,2020-03-31,93,,,637,,,March,31
Hertfordshire,E10000015,Upper tier local authority,2020-03-31,77,,,705,,,March,31
Hampshire,E10000014,Upper tier local authority,2020-03-31,78,,,778,,,March,31
Gloucestershire,E10000013,Upper tier local authority,2020-03-31,30,,,240,,,March,31
Essex,E10000012,Upper tier local authority,2020-03-31,87,,,699,,,March,31
East Sussex,E10000011,Upper tier local authority,2020-03-31,27,,,144,,,March,31
Devon,E10000008,Upper tier local authority,2020-03-31,15,,,152,,,March,31
Derbyshire,E10000007,Upper tier local authority,2020-03-31,51,,,418,,,March,31
Cumbria,E10000006,Upper tier local authority,2020-03-31,68,,,559,,,March,31
Cambridgeshire,E10000003,Upper tier local authority,2020-03-31,20,,,201,,,March,31
Buckinghamshire,E10000002,Upper tier local authority,2020-03-31,23,,,247,,,March,31
Westminster,E09000033,Upper tier local authority,2020-03-31,12,,,325,,,March,31
Wandsworth,E09000032,Upper tier local authority,2020-03-31,41,,,456,,,March,31
Waltham Forest,E09000031,Upper tier local authority,2020-03-31,36,,,292,,,March,31
Tower Hamlets,E09000030,Upper tier local authority,2020-03-31,25,,,261,,,March,31
Sutton,E09000029,Upper tier local authority,2020-03-31,19,,,211,,,March,31
Southwark,E09000028,Upper tier local authority,2020-03-31,34,,,545,,,March,31
Richmond upon Thames,E09000027,Upper tier local authority,2020-03-31,16,,,176,,,March,31
Redbridge,E09000026,Upper tier local authority,2020-03-31,26,,,241,,,March,31
Newham,E09000025,Upper tier local authority,2020-03-31,44,,,370,,,March,31
Merton,E09000024,Upper tier local authority,2020-03-31,28,,,275,,,March,31
Lewisham,E09000023,Upper tier local authority,2020-03-31,38,,,358,,,March,31
Lambeth,E09000022,Upper tier local authority,2020-03-31,40,,,549,,,March,31
Kingston upon Thames,E09000021,Upper tier local authority,2020-03-31,12,,,151,,,March,31
Kensington and Chelsea,E09000020,Upper tier local authority,2020-03-31,18,,,227,,,March,31
Islington,E09000019,Upper tier local authority,2020-03-31,16,,,210,,,March,31
Hounslow,E09000018,Upper tier local authority,2020-03-31,22,,,256,,,March,31
Hillingdon,E09000017,Upper tier local authority,2020-03-31,33,,,275,,,March,31
Havering,E09000016,Upper tier local authority,2020-03-31,26,,,176,,,March,31
Harrow,E09000015,Upper tier local authority,2020-03-31,27,,,393,,,March,31
Haringey,E09000014,Upper tier local authority,2020-03-31,18,,,237,,,March,31
Hammersmith and Fulham,E09000013,Upper tier local authority,2020-03-31,17,,,212,,,March,31
Hackney,E09000012,Upper tier local authority,2020-03-31,31,,,253,,,March,31
Greenwich,E09000011,Upper tier local authority,2020-03-31,30,,,251,,,March,31
Enfield,E09000010,Upper tier local authority,2020-03-31,26,,,289,,,March,31
Ealing,E09000009,Upper tier local authority,2020-03-31,39,,,421,,,March,31
Croydon,E09000008,Upper tier local authority,2020-03-31,47,,,515,,,March,31
Camden,E09000007,Upper tier local authority,2020-03-31,18,,,244,,,March,31
Bromley,E09000006,Upper tier local authority,2020-03-31,44,,,412,,,March,31
Brent,E09000005,Upper tier local authority,2020-03-31,45,,,589,,,March,31
Bexley,E09000004,Upper tier local authority,2020-03-31,20,,,201,,,March,31
Barnet,E09000003,Upper tier local authority,2020-03-31,45,,,550,,,March,31
Barking and Dagenham,E09000002,Upper tier local authority,2020-03-31,18,,,164,,,March,31
City of London,E09000001,Upper tier local authority,2020-03-31,1,,,11,,,March,31
Gateshead,E08000037,Upper tier local authority,2020-03-31,19,,,102,,,March,31
Wakefield,E08000036,Upper tier local authority,2020-03-31,16,,,116,,,March,31
Leeds,E08000035,Upper tier local authority,2020-03-31,24,,,237,,,March,31
Kirklees,E08000034,Upper tier local authority,2020-03-31,19,,,127,,,March,31
Calderdale,E08000033,Upper tier local authority,2020-03-31,5,,,57,,,March,31
Bradford,E08000032,Upper tier local authority,2020-03-31,20,,,149,,,March,31
Wolverhampton,E08000031,Upper tier local authority,2020-03-31,23,,,260,,,March,31
Walsall,E08000030,Upper tier local authority,2020-03-31,30,,,273,,,March,31
Solihull,E08000029,Upper tier local authority,2020-03-31,17,,,168,,,March,31
Sandwell,E08000028,Upper tier local authority,2020-03-31,35,,,279,,,March,31
Dudley,E08000027,Upper tier local authority,2020-03-31,22,,,238,,,March,31
Coventry,E08000026,Upper tier local authority,2020-03-31,29,,,207,,,March,31
Birmingham,E08000025,Upper tier local authority,2020-03-31,131,,,1064,,,March,31
Sunderland,E08000024,Upper tier local authority,2020-03-31,46,,,163,,,March,31
South Tyneside,E08000023,Upper tier local authority,2020-03-31,13,,,60,,,March,31
North Tyneside,E08000022,Upper tier local authority,2020-03-31,19,,,94,,,March,31
Newcastle upon Tyne,E08000021,Upper tier local authority,2020-03-31,34,,,240,,,March,31
Sheffield,E08000019,Upper tier local authority,2020-03-31,110,,,766,,,March,31
Rotherham,E08000018,Upper tier local authority,2020-03-31,29,,,184,,,March,31
Doncaster,E08000017,Upper tier local authority,2020-03-31,14,,,127,,,March,31
Barnsley,E08000016,Upper tier local authority,2020-03-31,33,,,179,,,March,31
Wirral,E08000015,Upper tier local authority,2020-03-31,16,,,139,,,March,31
Sefton,E08000014,Upper tier local authority,2020-03-31,33,,,156,,,March,31
St. Helens,E08000013,Upper tier local authority,2020-03-31,18,,,137,,,March,31
Liverpool,E08000012,Upper tier local authority,2020-03-31,41,,,347,,,March,31
Knowsley,E08000011,Upper tier local authority,2020-03-31,14,,,98,,,March,31
Wigan,E08000010,Upper tier local authority,2020-03-31,24,,,123,,,March,31
Trafford,E08000009,Upper tier local authority,2020-03-31,13,,,146,,,March,31
Tameside,E08000008,Upper tier local authority,2020-03-31,18,,,116,,,March,31
Stockport,E08000007,Upper tier local authority,2020-03-31,18,,,160,,,March,31
Salford,E08000006,Upper tier local authority,2020-03-31,29,,,191,,,March,31
Rochdale,E08000005,Upper tier local authority,2020-03-31,19,,,127,,,March,31
Oldham,E08000004,Upper tier local authority,2020-03-31,13,,,151,,,March,31
Manchester,E08000003,Upper tier local authority,2020-03-31,33,,,228,,,March,31
Bury,E08000002,Upper tier local authority,2020-03-31,6,,,100,,,March,31
Bolton,E08000001,Upper tier local authority,2020-03-31,22,,,102,,,March,31
Dorset,E06000059,Upper tier local authority,2020-03-31,5,,,82,,,March,31
"Bournemouth, Christchurch and Poole",E06000058,Upper tier local authority,2020-03-31,6,,,77,,,March,31
Northumberland,E06000057,Upper tier local authority,2020-03-31,17,,,95,,,March,31
Central Bedfordshire,E06000056,Upper tier local authority,2020-03-31,19,,,122,,,March,31
Bedford,E06000055,Upper tier local authority,2020-03-31,13,,,90,,,March,31
Wiltshire,E06000054,Upper tier local authority,2020-03-31,10,,,118,,,March,31
Cornwall and Isles of Scilly,E06000052,Upper tier local authority,2020-03-31,20,,,126,,,March,31
Shropshire,E06000051,Upper tier local authority,2020-03-31,9,,,125,,,March,31
Cheshire West and Chester,E06000050,Upper tier local authority,2020-03-31,18,,,128,,,March,31
Cheshire East,E06000049,Upper tier local authority,2020-03-31,18,,,128,,,March,31
County Durham,E06000047,Upper tier local authority,2020-03-31,22,,,148,,,March,31
Isle of Wight,E06000046,Upper tier local authority,2020-03-31,1,,,19,,,March,31
Southampton,E06000045,Upper tier local authority,2020-03-31,20,,,125,,,March,31
Portsmouth,E06000044,Upper tier local authority,2020-03-31,1,,,85,,,March,31
Brighton and Hove,E06000043,Upper tier local authority,2020-03-31,6,,,94,,,March,31
Milton Keynes,E06000042,Upper tier local authority,2020-03-31,17,,,149,,,March,31
Wokingham,E06000041,Upper tier local authority,2020-03-31,8,,,86,,,March,31
